"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"2008","4","7","1","1408","1410","1631","1639","DL","1159","N662DN","83","89","61","-8","-2","MSY","ATL","425","9","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1727","1730","1833","1836","DL","1159","N662DN","66","66","45","-3","-3","ATL","JAX","270","7","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","831","835","1050","1059","DL","1160","N924DL","79","84","59","-9","-4","MSY","ATL","425","4","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1516","1515","1701","1705","DL","1162","N907DE","105","110","88","-4","1","CVG","BDL","661","5","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1511","1520","1611","1615","DL","1163","N914DN","120","115","96","-4","-9","SLC","SNA","588","7","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1648","1659","1940","1946","DL","1164","N914DN","112","107","85","-6","-11","SNA","SLC","588","5","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1155","1200","1307","1301","DL","1167","N604DL","72","61","42","6","-5","ATL","JAX","270","6","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1537","1545","1831","1838","DL","1170","N904DE","114","113","89","-7","-8","ORD","ATL","606","6","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","928","930","1037","1040","DL","1171","N757AT","69","70","46","-3","-2","ATL","JAX","270","4","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","738","740","948","945","DL","1173","N3745B","130","125","111","3","-2","CVG","MCO","756","8","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1420","1425","1625","1635","DL","1174","N984DL","65","70","44","-10","-5","PNS","ATL","272","9","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1743","1720","1906","1848","DL","1174","N932DL","83","88","58","18","23","ATL","CVG","373","5","20","0","","0","14","0","0","0","4"
"2008","4","7","1","1449","1420","1620","1540","DL","1179","N653DL","91","80","63","40","29","ATL","TPA","406","5","23","0","","0","29","0","11","0","0"
"2008","4","7","1","1644","1650","2123","2138","DL","1180","N609DL","159","168","137","-15","-6","DEN","ATL","1199","8","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1314","1323","1409","1420","DL","1181","N6703D","55","57","37","-11","-9","JAC","SLC","205","8","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1450","1453","1627","1637","DL","1183","N127DL","97","104","79","-10","-3","ATL","PBI","545","6","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1346","1330","1552","1512","DL","1185","N144DA","306","282","279","40","16","ATL","LAX","1946","4","23","0","","0","4","0","24","0","12"
"2008","4","7","1","1653","1642","1940","1925","DL","1185","N144DA","347","343","323","15","11","LAX","OGG","2486","8","16","0","","0","0","0","4","0","11"
"2008","4","7","1","2135","2136","2216","2223","DL","1189","N977DL","101","107","75","-7","-1","ATL","STL","483","5","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","615","615","745","756","DL","1193","N377DA","90","101","72","-11","0","BWI","CVG","430","7","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","850","855","1057","1055","DL","1193","N377DA","307","300","290","2","-5","CVG","SFO","2036","6","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1317","1250","2012","2009","DL","1194","N3755D","235","259","209","3","27","LAX","CVG","1900","9","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1846","1850","2127","2130","DL","1198","N676DL","161","160","126","-3","-4","MCO","LGA","950","10","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2053","2056","2235","2239","DL","1201","N132DN","102","103","77","-4","-3","ATL","PBI","545","6","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","628","630","903","914","DL","1202","N651DL","95","104","76","-11","-2","PHX","SLC","507","5","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","819","720","949","833","DL","1203","N918DL","90","73","64","76","59","CHS","ATL","259","9","17","0","","0","59","0","17","0","0"
"2008","4","7","1","931","931","1048","1041","DL","1203","N945DL","137","130","106","7","0","ATL","MCI","692","11","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","734","740","1103","1056","DL","1205","N942DL","209","196","172","7","-6","LGA","RSW","1080","6","31","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1222","1230","1523","1523","DL","1206","N956DL","181","173","145","0","-8","RSW","BDL","1180","13","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1515","1520","1828","1843","DL","1207","N976DL","193","203","178","-15","-5","BDL","RSW","1180","4","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","952","955","1608","1557","DL","1208","N6707A","256","242","219","11","-3","SLC","DCA","1851","6","31","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1836","1839","2010","2012","DL","1209","N923DL","154","153","133","-2","-3","ATL","SAT","874","2","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1922","1930","2256","2218","DL","1210","N976DL","214","168","160","38","-8","RSW","LGA","1080","23","31","0","","0","0","0","38","0","0"
"2008","4","7","1","1034","1035","1256","1257","DL","1211","N994DL","82","82","61","-1","-1","MSY","ATL","425","14","7","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2111","2055","500","505","DL","1212","N144DA","289","310","271","-5","16","OGG","LAX","2486","8","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","613","615","1346","1330","DL","1212","N121DE","273","255","210","16","-2","LAX","ATL","1946","10","53","0","","0","0","0","16","0","0"
"2008","4","7","1","555","600","740","736","DL","1213","N988DL","105","96","80","4","-5","DAY","ATL","432","12","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2019","2035","2318","2349","DL","1214","N986DL","179","194","151","-31","-16","FLL","BOS","1237","8","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","859","859","1028","1015","DL","1215","N3735D","89","76","53","13","0","CLT","ATL","227","9","27","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1119","1110","1242","1229","DL","1215","N3769L","203","199","167","13","9","ATL","COS","1185","7","29","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1326","1315","1806","1803","DL","1216","N3769L","160","168","135","3","11","COS","ATL","1185","12","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1109","1110","1228","1231","DL","1217","N974DL","139","141","117","-3","-1","ATL","DFW","732","5","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1216","1216","1455","1439","DL","1218","N990DL","99","83","69","16","0","MSY","ATL","425","10","20","0","","0","0","0","16","0","0"
"2008","4","7","1","1535","1530","1624","1627","DL","1218","N990DL","49","57","36","-3","5","ATL","CAE","191","5","8","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","740","600","950","813","DL","1220","N922DL","70","73","42","97","100","MEM","ATL","332","10","18","0","","0","97","0","0","0","0"
"2008","4","7","1","1008","905","1156","1104","DL","1220","N988DL","108","119","85","52","63","ATL","DTW","594","8","15","0","","0","49","0","0","0","3"
"2008","4","7","1","1218","1225","1350","1358","DL","1221","N918DE","92","93","71","-8","-7","IND","ATL","432","7","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1650","1650","2253","2301","DL","1224","N664DN","243","251","222","-8","0","SLC","MCO","1929","9","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1758","1759","2056","2028","DL","1226","N947DL","118","89","92","28","-1","MSY","ATL","425","15","11","0","","0","0","0","28","0","0"
"2008","4","7","1","2155","2121","2329","2257","DL","1226","N947DL","94","96","68","32","34","ATL","RIC","481","6","20","0","","0","13","0","0","0","19"
"2008","4","7","1","703","710","1014","1013","DL","1227","N961DL","131","123","98","1","-7","MKE","ATL","669","14","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1115","1100","1151","1136","DL","1227","N990DL","96","96","68","15","15","ATL","MSY","425","6","22","0","","0","15","0","0","0","0"
"2008","4","7","1","710","715","913","905","DL","1229","N937DL","123","110","101","8","-5","CLE","ATL","554","10","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1550","1555","1728","1730","DL","1230","N919DE","98","95","74","-2","-5","MLB","ATL","443","12","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1836","1840","1936","1945","DL","1230","N919DE","120","125","88","-9","-4","ATL","MKE","669","7","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2104","2110","2157","2154","DL","1231","N3752","113","104","81","3","-6","SLC","ONT","558","8","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1320","1330","1541","1551","DL","1232","N902DA","81","81","60","-10","-10","RNO","SLC","422","8","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1651","1655","2014","2032","DL","1232","N901DA","143","157","117","-18","-4","SLC","DFW","988","10","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1817","1823","1950","1956","DL","1234","N604DL","93","93","68","-6","-6","RDU","ATL","356","11","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","835","835","1101","1059","DL","1237","N697DL","326","324","295","2","0","ATL","PDX","2172","4","27","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","735","740","941","938","DL","1238","N965DL","126","118","66","3","-5","CVG","LGA","585","24","36","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1228","1208","1603","1535","DL","1239","N921DL","155","147","123","28","20","MSP","ATL","906","19","13","0","","0","0","0","8","0","20"
"2008","4","7","1","1711","1720","2106","2057","DL","1240","N975DL","175","157","140","9","-9","MSP","ATL","906","9","26","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","814","730","930","840","DL","1241","N918DE","76","70","50","50","44","CAE","ATL","191","9","17","0","","0","0","0","50","0","0"
"2008","4","7","1","1019","930","1154","1110","DL","1241","N921DL","155","160","137","44","49","ATL","MSP","906","3","15","0","","0","44","0","0","0","0"
"2008","4","7","1","955","950","1315","1243","DL","1242","N957DL","140","113","90","32","5","ORD","ATL","606","11","39","0","","0","0","0","32","0","0"
"2008","4","7","1","2030","2020","2223","2212","DL","1243","N131DN","113","112","81","11","10","ATL","FLL","581","5","27","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","747","745","1229","1231","DL","1244","N6704Z","162","166","139","-2","2","DEN","ATL","1199","11","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1325","1325","1421","1430","DL","1244","N679DA","56","65","43","-9","0","ATL","JAX","270","3","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2221","2205","541","536","DL","1245","N696DA","260","271","237","5","16","SJC","ATL","2116","7","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","703","705","1008","1016","DL","1246","N991DL","185","191","159","-8","-2","FLL","BOS","1237","8","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1506","1505","1650","1639","DL","1247","N633DL","284","274","262","11","1","ATL","LAS","1747","6","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1501","1445","1633","1631","DL","1249","N975DL","152","166","131","2","16","ATL","MSP","906","6","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1905","1900","2107","2038","DL","1251","N124DE","122","98","71","29","5","MCO","ATL","403","23","28","0","","0","0","0","29","0","0"
"2008","4","7","1","2123","2119","2323","2328","DL","1252","N921DL","120","129","95","-5","4","ATL","ROC","749","7","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1342","1345","1505","1512","DL","1253","N919DE","83","87","65","-7","-3","ATL","MLB","443","4","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1732","1735","1954","1950","DL","1254","N928DL","142","135","114","4","-3","ATL","PHL","665","14","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","556","600","838","847","DL","1256","N3752","102","107","78","-9","-4","ONT","SLC","558","6","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1722","1730","2014","2031","DL","1259","N906DL","112","121","95","-17","-8","MCI","ATL","692","9","8","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","810","740","1032","917","DL","1260","N981DL","142","97","90","75","30","MLB","ATL","443","27","25","0","","0","0","0","75","0","0"
"2008","4","7","1","1011","1003","1135","1139","DL","1260","N918DE","84","96","62","-4","8","ATL","IND","432","9","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1716","1720","1842","1851","DL","1261","N936DL","86","91","68","-9","-4","DCA","CVG","411","5","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1951","1955","2205","2158","DL","1261","N3757D","134","123","108","7","-4","CVG","TPA","773","4","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1548","1540","1857","1851","DL","1262","N957DL","129","131","106","6","8","AUS","ATL","813","10","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2003","1959","2056","2100","DL","1262","N957DL","53","61","32","-4","4","ATL","CAE","191","4","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","555","600","845","827","DL","1263","N951DL","170","147","123","18","-5","JFK","ATL","760","11","36","0","","0","0","0","18","0","0"
"2008","4","7","1","934","930","1139","1126","DL","1263","N951DL","125","116","91","13","4","ATL","MIA","595","7","27","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1104","1045","1707","1657","DL","1264","N618DL","243","252","219","10","19","SLC","MCO","1929","10","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1437","1437","1634","1640","DL","1265","N6704Z","237","243","220","-6","0","ATL","SLC","1589","3","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1616","1609","1727","1730","DL","1266","N604DL","71","81","49","-3","7","ATL","RDU","356","8","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1008","1012","1238","1234","DL","1270","N984DL","150","142","128","4","-4","BDL","ATL","859","10","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1056","1100","1426","1405","DL","1271","N919DL","210","185","163","21","-4","JFK","MIA","1090","11","36","0","","0","0","0","21","0","0"
"2008","4","7","1","1929","1932","2100","2052","DL","1272","N937DL","91","80","56","8","-3","ATL","SDF","321","7","28","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1008","1000","1420","1355","DL","1273","N830MH","612","595","574","25","8","ATL","HNL","4502","4","34","0","","0","6","0","17","0","2"
"2008","4","7","1","1704","1657","1817","1819","DL","1277","N980DL","73","82","58","-2","7","SDF","ATL","321","6","9","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","539","540","913","859","DL","1278","N917DE","154","139","127","14","-1","SAT","ATL","874","16","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","956","952","1305","1212","DL","1278","N917DE","189","140","124","53","4","ATL","EWR","745","5","60","0","","0","0","0","53","0","0"
"2008","4","7","1","2006","2000","2152","2127","DL","1279","N143DA","286","267","258","25","6","ATL","LAS","1747","7","21","0","","0","6","0","19","0","0"
"2008","4","7","1","1343","1340","1651","1641","DL","1280","N953DL","128","121","97","10","3","ORD","ATL","606","8","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1519","1525","1725","1718","DL","1281","N998DL","126","113","93","7","-6","BWI","ATL","576","10","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1534","1525","546","610","DL","1282","N830MH","492","525","468","-24","9","HNL","ATL","4502","9","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1845","1846","2030","2032","DL","1283","N921DL","105","106","83","-2","-1","RIC","ATL","481","10","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1235","1150","1439","1346","DL","1284","N988DL","124","116","99","53","45","DTW","ATL","594","9","16","0","","0","0","0","8","0","45"
"2008","4","7","1","1536","1542","1710","1709","DL","1286","N905DE","94","87","70","1","-6","DAB","ATL","366","12","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1832","1838","1948","1953","DL","1286","N905DE","76","75","47","-5","-6","ATL","LEX","303","5","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1627","1624","1834","1853","DL","1287","N654DL","307","329","287","-19","3","ATL","PDX","2172","6","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1152","1149","1931","1925","DL","1288","N697DL","279","276","255","6","3","PDX","ATL","2172","10","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","612","615","847","857","DL","1290","N645DL","95","102","73","-10","-3","SMF","SLC","532","12","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","952","953","1641","1630","DL","1290","N645DL","289","277","250","11","-1","SLC","BOS","2105","10","29","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2118","2120","2240","2239","DL","1291","N752AT","82","79","53","1","-2","ATL","RDU","356","4","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1819","1825","2037","2037","DL","1293","N974DL","78","72","40","0","-6","BNA","ATL","214","22","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2137","2141","2202","2205","DL","1293","N974DL","85","84","57","-3","-4","ATL","JAN","341","7","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","555","600","735","751","DL","1294","N629DL","100","111","78","-16","-5","RSW","ATL","515","9","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1728","1645","1855","1808","DL","1295","N909DL","147","143","114","47","43","ATL","DFW","732","5","28","0","","0","34","0","4","0","9"
"2008","4","7","1","1022","1012","1134","1122","DL","1296","N675DL","72","70","54","12","10","JAX","ATL","270","9","9","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1348","1345","1540","1533","DL","1297","N750AT","112","108","82","7","3","RSW","ATL","515","12","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1047","1050","1250","1249","DL","1298","N3741S","123","119","106","1","-3","CVG","BOS","752","8","9","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1121","1125","1346","1343","DL","1299","N689DL","145","138","114","3","-4","EWR","ATL","745","14","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","712","720","923","913","DL","1400","N941DL","131","113","92","10","-8","PIT","ATL","526","12","27","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1029","1005","1056","1021","DL","1400","N941DL","87","76","41","35","24","ATL","VPS","264","13","33","0","","0","21","0","11","0","3"
"2008","4","7","1","728","730","856","902","DL","1402","N985DL","148","152","132","-6","-2","ATL","MSP","906","6","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1741","1745","1957","2010","DL","1403","N633DL","76","85","56","-13","-4","LAS","SLC","368","7","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2105","2100","11","5","DL","1403","N633DL","306","305","277","6","5","SLC","ANC","2125","8","21","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1815","1810","1951","1930","DL","1404","N752AT","96","80","62","21","5","JAX","ATL","270","11","23","0","","0","0","0","21","0","0"
"2008","4","7","1","804","802","941","943","DL","1406","N989DL","97","101","70","-2","2","ATL","PIT","526","9","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1454","1110","1834","1408","DL","1407","N911DL","220","178","177","266","224","BOS","MCO","1121","9","34","0","","0","0","0","42","0","224"
"2008","4","7","1","555","600","904","900","DL","1408","N950DL","129","120","104","4","-5","MCI","ATL","692","7","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1049","950","1240","1136","DL","1408","N950DL","111","106","76","64","59","ATL","IAD","533","6","29","0","","0","59","0","5","0","0"
"2008","4","7","1","657","700","844","855","DL","1410","N621DL","107","115","82","-11","-3","PBI","ATL","545","11","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1643","1629","1831","1808","DL","1411","N683DA","108","99","78","23","14","ATL","PBI","545","6","24","0","","0","11","0","9","0","3"
"2008","4","7","1","1337","1340","1519","1520","DL","1412","N635DL","102","100","78","-1","-3","ATL","PBI","545","7","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1727","1730","2250","2310","DL","1413","N6704Z","203","220","178","-20","-3","SLC","ATL","1589","8","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","729","730","903","857","DL","1414","N397DA","94","87","70","6","-1","ATL","RIC","481","5","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","702","705","810","809","DL","1415","N6716C","68","64","47","1","-3","ATL","JAX","270","3","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","709","710","918","932","DL","1416","N984DL","129","142","108","-14","-1","ATL","BDL","859","6","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","711","715","949","957","DL","1417","N919DL","158","162","121","-8","-4","TPA","JFK","1005","9","28","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1428","1433","1548","1557","DL","1418","N689DL","80","84","59","-9","-5","ATL","CVG","373","7","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1000","1000","1124","1112","DL","1419","N934DL","84","72","46","12","0","CLT","ATL","227","13","25","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1215","1217","1336","1333","DL","1419","N949DL","201","196","175","3","-2","ATL","DEN","1199","6","20","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","550","600","717","722","DL","1420","N934DL","87","82","61","-5","-10","DAB","ATL","366","13","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","807","810","922","917","DL","1420","N934DL","75","67","39","5","-3","ATL","CLT","227","5","31","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","2018","2016","2032","2035","DL","1421","N624DL","74","79","47","-3","2","ATL","PNS","272","5","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","812","720","1111","1026","DL","1422","N976DL","119","126","100","45","52","OKC","ATL","761","9","10","0","","0","45","0","0","0","0"
"2008","4","7","1","2209","2130","46","2331","DL","1423","N6700","337","301","297","75","39","ATL","LAX","1946","13","27","0","","0","15","0","60","0","0"
"2008","4","7","1","2157","2145","11","10","DL","1424","N611DL","134","145","104","1","12","ATL","BDL","859","7","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1223","1225","1408","1359","DL","1425","N130DL","105","94","73","9","-2","TPA","ATL","406","13","19","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","756","800","1246","1254","DL","1426","N920DE","170","174","148","-8","-4","ABQ","ATL","1269","9","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1340","1340","1505","1521","DL","1426","N914DL","85","101","70","-16","0","ATL","PIT","526","5","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1122","1110","1318","1258","DL","1427","N125DL","116","108","89","20","12","ATL","FLL","581","7","20","0","","0","0","0","8","0","12"
"2008","4","7","1","1738","1700","2244","2224","DL","1428","N902DA","186","204","167","20","38","SLC","CVG","1449","5","14","0","","0","20","0","0","0","0"
"2008","4","7","1","2236","2240","2303","2309","DL","1429","N912DL","87","89","66","-6","-4","ATL","MSY","425","4","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1650","1640","1801","1743","DL","1430","N660DL","71","63","38","18","10","ATL","SAV","215","5","28","0","","0","10","0","8","0","0"
"2008","4","7","1","1221","1223","1353","1359","DL","1431","N937DL","92","96","77","-6","-2","DAY","ATL","432","7","8","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1712","1715","1917","1920","DL","1432","N126DL","125","125","92","-3","-3","FLL","ATL","581","16","17","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1120","1115","1249","1244","DL","1433","N961DL","209","209","187","5","5","ATL","ABQ","1269","4","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","942","945","1242","1240","DL","1434","N939DL","120","115","93","2","-3","MCI","ATL","692","9","18","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1327","1329","1429","1443","DL","1434","N939DL","62","74","48","-14","-2","ATL","GSO","306","3","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1535","1526","1641","1639","DL","1435","N906DL","126","133","106","2","9","ATL","MCI","692","6","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1737","1737","1950","1930","DL","1436","N127DL","133","113","99","20","0","PBI","ATL","545","14","20","0","","0","0","0","20","0","0"
"2008","4","7","1","1308","1310","1415","1416","DL","1438","N914DN","67","66","47","-1","-2","BOI","SLC","291","6","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1456","1506","1520","1531","DL","1438","N3752","84","85","62","-11","-10","SLC","LAS","368","7","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","905","910","1036","1036","DL","1439","N625DL","91","86","70","0","-5","RDU","ATL","356","9","12","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1441","1446","1656","1707","DL","1440","N923DL","75","81","54","-11","-5","JAN","ATL","341","13","8","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1935","1920","2102","2033","DL","1441","N966DL","87","73","51","29","15","CLT","ATL","227","11","25","0","","0","0","0","14","0","15"
"2008","4","7","1","2139","2125","2256","2244","DL","1441","N966DL","77","79","51","12","14","ATL","DAB","366","3","23","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1914","1915","2028","2023","DL","1442","N991DL","74","68","46","5","-1","ATL","CHS","259","14","14","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1030","1030","1155","1151","DL","1443","N909DL","85","81","64","4","0","RDU","ATL","356","8","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","656","700","804","818","DL","1444","N987DL","68","78","49","-14","-4","PIT","CVG","256","8","11","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","920","925","1145","1127","DL","1444","N987DL","145","122","129","18","-5","CVG","TPA","773","4","12","0","","0","0","0","18","0","0"
"2008","4","7","1","1744","1712","2013","1920","DL","1446","N946DL","89","68","68","53","32","PNS","ATL","272","9","12","0","","0","0","0","21","0","32"
"2008","4","7","1","2056","2012","2107","2021","DL","1446","N946DL","71","69","44","46","44","ATL","BNA","214","10","17","0","","0","0","0","2","0","44"
"2008","4","7","1","2106","2106","2156","2200","DL","1447","N397DA","110","114","90","-4","0","SLC","SAN","626","4","16","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1719","1720","1855","1857","DL","1448","N984DL","96","97","67","-2","-1","ATL","CMH","446","5","24","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1159","1200","1432","1450","DL","1449","N658DL","153","170","135","-18","-1","PBI","BDL","1133","5","13","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1915","1918","2048","2054","DL","1450","N3732J","93","96","64","-6","-3","ATL","RIC","481","7","22","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1554","1555","1850","1850","DL","1451","N987DL","176","175","163","0","-1","BDL","TPA","1111","3","10","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1613","1615","1758","1803","DL","1452","N619DL","105","108","82","-5","-2","RIC","ATL","481","8","15","0","","0","NA","NA","NA","NA","NA"
"2008","4","7","1","1854","1855","2031","2047","DL","1452","N679DA","97","112","83","-16","-1","ATL","FLL","581","3","11","0","","0","NA","NA","NA","NA","NA"
